GO_id,term,GOSlim_bin,aspect
GO:0001021,,cell organization and biogenesis,P
GO:0001022,,RNA metabolism,P
GO:0001023,,RNA metabolism,P
GO:0001024,,RNA metabolism,P
GO:0001025,,other molecular function,F
GO:0001026,,other molecular function,F
GO:0001027,,other molecular function,F
GO:0001028,,other molecular function,F
GO:0001029,,other molecular function,F
GO:0001030,,nucleic acid binding activity,F
GO:0001031,,nucleic acid binding activity,F
GO:0001032,,nucleic acid binding activity,F
GO:0001033,,other molecular function,F
GO:0001034,,other molecular function,F
GO:0001035,,RNA metabolism,P
GO:0001036,,RNA metabolism,P
GO:0001037,,nucleic acid binding activity,F
GO:0001038,,other molecular function,F
GO:0001039,,nucleic acid binding activity,F
GO:0001040,,other molecular function,F
GO:0001041,,RNA metabolism,P
GO:0001042,,other molecular function,F
GO:0001043,,RNA metabolism,P
GO:0001043,,cell organization and biogenesis,P
GO:0001044,,nucleic acid binding activity,F
GO:0001045,,nucleic acid binding activity,F
GO:0001046,,nucleic acid binding activity,F
GO:0001047,,nucleic acid binding activity,F
GO:0001048,,other molecular function,F
GO:0001049,,other molecular function,F
GO:0001050,,other molecular function,F
GO:0001051,,other molecular function,F
GO:0001052,,other molecular function,F
GO:0001053,,other molecular function,F
GO:0001054,,other molecular function,F
GO:0001055,,other molecular function,F
GO:0001056,,other molecular function,F
GO:0001057,,other molecular function,F
GO:0001058,,other molecular function,F
GO:0001059,,RNA metabolism,P
GO:0001060,,RNA metabolism,P
GO:0001061,,other molecular function,F
GO:0001062,,other molecular function,F
GO:0001063,,other molecular function,F
GO:0001064,,other molecular function,F
GO:0001065,,other molecular function,F
GO:0001066,,other molecular function,F
GO:0001067,,nucleic acid binding activity,F
GO:0001068,,nucleic acid binding activity,F
GO:0001069,,nucleic acid binding activity,F
GO:0001070,,other molecular function,F
GO:0001071,,other molecular function,F
GO:0001072,,other molecular function,F
GO:0001073,,other molecular function,F
GO:0001074,,other molecular function,F
GO:0001075,,other molecular function,F
GO:0001076,,other molecular function,F
GO:0001077,,other molecular function,F
GO:0001078,,other molecular function,F
GO:0001079,,RNA metabolism,P
GO:0001080,,RNA metabolism,P
GO:0001081,,RNA metabolism,P
GO:0001082,,other molecular function,F
GO:0001083,,other molecular function,F
GO:0001084,,other molecular function,F
GO:0001085,,other molecular function,F
GO:0001086,,other molecular function,F
GO:0001087,,other molecular function,F
GO:0001088,,other molecular function,F
GO:0001089,,other molecular function,F
GO:0001090,,other molecular function,F
GO:0001091,,other molecular function,F
GO:0001092,,other molecular function,F
GO:0001093,,other molecular function,F
GO:0001094,,other molecular function,F
GO:0001095,,other molecular function,F
GO:0001096,,other molecular function,F
GO:0001097,,other molecular function,F
GO:0001098,,other molecular function,F
GO:0001099,,other molecular function,F
GO:0001100,,cell cycle and proliferation,P
GO:0001101,,other biological processes,P
GO:0001102,,other molecular function,F
GO:0001103,,other molecular function,F
GO:0001104,,other molecular function,F
GO:0001105,,other molecular function,F
GO:0001106,,other molecular function,F
GO:0001108,,other molecular function,F
GO:0001109,,RNA metabolism,P
GO:0001110,,RNA metabolism,P
GO:0001111,,RNA metabolism,P
GO:0001112,,RNA metabolism,P
GO:0001112,,cell organization and biogenesis,P
GO:0001113,,RNA metabolism,P
GO:0001113,,cell organization and biogenesis,P
GO:0001114,,other cellular component,C
GO:0001115,,cell organization and biogenesis,P
GO:0001116,,cell organization and biogenesis,P
GO:0001117,,cell organization and biogenesis,P
GO:0001118,,RNA metabolism,P
GO:0001118,,cell organization and biogenesis,P
GO:0001119,,cell organization and biogenesis,P
GO:0001120,,cell organization and biogenesis,P
GO:0001121,,RNA metabolism,P
GO:0001122,,RNA metabolism,P
GO:0001123,,RNA metabolism,P
GO:0001124,,RNA metabolism,P
GO:0001125,,RNA metabolism,P
GO:0001126,,RNA metabolism,P
GO:0001126,,cell organization and biogenesis,P
GO:0001127,,RNA metabolism,P
GO:0001127,,cell organization and biogenesis,P
GO:0001128,,other molecular function,F
GO:0001129,,other molecular function,F
GO:0001130,,other molecular function,F
GO:0001131,,other molecular function,F
GO:0001132,,other molecular function,F
GO:0001133,,other molecular function,F
GO:0001134,,other molecular function,F
GO:0001135,,other molecular function,F
GO:0001136,,other molecular function,F
GO:0001137,,other molecular function,F
GO:0001138,,other molecular function,F
GO:0001139,,other molecular function,F
GO:0001140,,other molecular function,F
GO:0001141,,other molecular function,F
GO:0001142,,other molecular function,F
GO:0001143,,other molecular function,F
GO:0001144,,other molecular function,F
GO:0001145,,nucleic acid binding activity,F
GO:0001146,,other molecular function,F
GO:0001147,,nucleic acid binding activity,F
GO:0001148,,nucleic acid binding activity,F
GO:0001149,,other molecular function,F
GO:0001150,,nucleic acid binding activity,F
GO:0001151,,other molecular function,F
GO:0001152,,other molecular function,F
GO:0001153,,other molecular function,F
GO:0001154,,other molecular function,F
GO:0001155,,other molecular function,F
GO:0001156,,other molecular function,F
GO:0001157,,other molecular function,F
GO:0001158,,nucleic acid binding activity,F
GO:0001159,,nucleic acid binding activity,F
GO:0001160,,nucleic acid binding activity,F
GO:0001161,,nucleic acid binding activity,F
GO:0001162,,nucleic acid binding activity,F
GO:0001163,,nucleic acid binding activity,F
GO:0001164,,nucleic acid binding activity,F
GO:0001165,,nucleic acid binding activity,F
GO:0001166,,nucleic acid binding activity,F
GO:0001167,,other molecular function,F
GO:0001168,,other molecular function,F
GO:0001169,,other molecular function,F
GO:0001170,,other molecular function,F
GO:0001171,,DNA metabolism,P
GO:0001172,,RNA metabolism,P
GO:0001173,,RNA metabolism,P
GO:0001174,,RNA metabolism,P
GO:0001175,,RNA metabolism,P
GO:0001176,,RNA metabolism,P
GO:0001177,,RNA metabolism,P
GO:0001177,,cell organization and biogenesis,P
GO:0001178,,RNA metabolism,P
GO:0001178,,cell organization and biogenesis,P
GO:0001179,,other molecular function,F
GO:0001180,,RNA metabolism,P
GO:0001181,,other molecular function,F
GO:0001182,,RNA metabolism,P
GO:0001183,,RNA metabolism,P
GO:0001184,,RNA metabolism,P
GO:0001185,,RNA metabolism,P
GO:0001186,,other molecular function,F
GO:0001187,,other molecular function,F
GO:0001188,,RNA metabolism,P
GO:0001188,,cell organization and biogenesis,P
GO:0001189,,RNA metabolism,P
GO:0001189,,cell organization and biogenesis,P
GO:0001190,,other molecular function,F
GO:0001191,,other molecular function,F
GO:0001192,,RNA metabolism,P
GO:0001193,,RNA metabolism,P
GO:0001194,,RNA metabolism,P
GO:0001195,,RNA metabolism,P
GO:0001196,,RNA metabolism,P
GO:0001197,,RNA metabolism,P
GO:0001198,,RNA metabolism,P
GO:0001199,,other molecular function,F
GO:0001200,,other molecular function,F
GO:0001201,,other molecular function,F
GO:0001202,,other molecular function,F
GO:0001203,,other molecular function,F
GO:0001204,,other molecular function,F
GO:0001205,,other molecular function,F
GO:0001206,,other molecular function,F
GO:0001207,,cell organization and biogenesis,P
GO:0001208,,cell organization and biogenesis,P
GO:0001209,,other molecular function,F
GO:0001210,,other molecular function,F
GO:0001211,,other molecular function,F
GO:0001212,,other molecular function,F
GO:0001213,,other molecular function,F
GO:0001214,,other molecular function,F
GO:0001215,,other molecular function,F
GO:0001216,,other molecular function,F
GO:0001217,,other molecular function,F
GO:0001218,,other molecular function,F
GO:0001219,,other molecular function,F
GO:0001220,,other molecular function,F
GO:0001221,,other molecular function,F
GO:0001222,,other molecular function,F
GO:0001223,,other molecular function,F
GO:0001224,,other molecular function,F
GO:0001225,,other molecular function,F
GO:0001226,,other molecular function,F
GO:0001227,,other molecular function,F
GO:0001228,,other molecular function,F
GO:0001300,,other biological processes,P
GO:0001301,,cell organization and biogenesis,P
GO:0001302,,other biological processes,P
GO:0001303,,cell organization and biogenesis,P
GO:0001304,,cell organization and biogenesis,P
GO:0001305,,cell organization and biogenesis,P
GO:0001306,,stress response,P
GO:0001307,,cell organization and biogenesis,P
GO:0001308,,RNA metabolism,P
GO:0001308,,cell organization and biogenesis,P
GO:0001309,,DNA metabolism,P
GO:0001309,,cell organization and biogenesis,P
GO:0001310,,cell organization and biogenesis,P
GO:0001311,,DNA metabolism,P
GO:0001311,,cell organization and biogenesis,P
GO:0001312,,DNA metabolism,P
GO:0001312,,cell organization and biogenesis,P
GO:0001313,,DNA metabolism,P
GO:0001313,,cell organization and biogenesis,P
GO:0001314,,DNA metabolism,P
GO:0001314,,cell organization and biogenesis,P
GO:0001315,,stress response,P
GO:0001316,,stress response,P
GO:0001317,,stress response,P
GO:0001318,,stress response,P
GO:0001318,,protein metabolism,P
GO:0001319,,stress response,P
GO:0001320,,stress response,P
GO:0001321,,other biological processes,P
GO:0001322,,stress response,P
GO:0001323,,other biological processes,P
GO:0001324,,stress response,P
GO:0001325,,DNA metabolism,P
GO:0001325,,cell organization and biogenesis,P
GO:0001326,,DNA metabolism,P
GO:0001400,,other cellular component,C
GO:0001401,,mitochondrion,C
GO:0001401,,other membranes,C
GO:0001402,,signal transduction,P
GO:0001403,,other biological processes,P
GO:0001405,,mitochondrion,C
GO:0001405,,other membranes,C
GO:0001406,,transporter activity,F
GO:0001407,,transport,P
GO:0001408,,transport,P
GO:0001409,,transporter activity,F
GO:0001410,,other biological processes,P
GO:0001411,,other cellular component,C
GO:0001501,,developmental processes,P
GO:0001502,,developmental processes,P
GO:0001502,,cell adhesion,P
GO:0001503,,other biological processes,P
GO:0001504,,transport,P
GO:0001504,,cell-cell signaling,P
GO:0001505,,cell-cell signaling,P
GO:0001507,,other metabolic processes,P
GO:0001507,,cell-cell signaling,P
GO:0001508,,other biological processes,P
GO:0001510,,RNA metabolism,P
GO:0001512,,other molecular function,F
GO:0001514,,protein metabolism,P
GO:0001515,,signal transduction activity,F
GO:0001516,,other metabolic processes,P
GO:0001517,,other molecular function,F
GO:0001518,,plasma membrane,C
GO:0001518,,other membranes,C
GO:0001519,,other metabolic processes,P
GO:0001520,,other cellular component,C
GO:0001522,,RNA metabolism,P
GO:0001523,,other metabolic processes,P
GO:0001525,,developmental processes,P
GO:0001527,,extracellular matrix,C
GO:0001530,,other molecular function,F
GO:0001531,,signal transduction activity,F
GO:0001532,,signal transduction activity,F
GO:0001533,,cytoskeleton,C
GO:0001534,,other cellular component,C
GO:0001535,,other cellular component,C
GO:0001536,,other cellular component,C
GO:0001537,,other molecular function,F
GO:0001539,,other biological processes,P
GO:0001540,,other molecular function,F
GO:0001541,,developmental processes,P
GO:0001542,,developmental processes,P
GO:0001543,,developmental processes,P
GO:0001544,,developmental processes,P
GO:0001545,,developmental processes,P
GO:0001546,,developmental processes,P
GO:0001547,,developmental processes,P
GO:0001548,,developmental processes,P
GO:0001549,,developmental processes,P
GO:0001550,,developmental processes,P
GO:0001551,,developmental processes,P
GO:0001552,,developmental processes,P
GO:0001553,,developmental processes,P
GO:0001554,,developmental processes,P
GO:0001555,,other biological processes,P
GO:0001556,,other biological processes,P
GO:0001558,,cell organization and biogenesis,P
GO:0001559,,cell organization and biogenesis,P
GO:0001560,,cell organization and biogenesis,P
GO:0001561,,other metabolic processes,P
GO:0001562,,other biological processes,P
GO:0001563,,other biological processes,P
GO:0001565,,signal transduction activity,F
GO:0001566,,signal transduction activity,F
GO:0001567,,other molecular function,F
GO:0001568,,developmental processes,P
GO:0001569,,developmental processes,P
GO:0001570,,developmental processes,P
GO:0001571,,signal transduction activity,F
GO:0001572,,other metabolic processes,P
GO:0001573,,other metabolic processes,P
GO:0001574,,other metabolic processes,P
GO:0001575,,other metabolic processes,P
GO:0001576,,other metabolic processes,P
GO:0001578,,cell organization and biogenesis,P
GO:0001579,,transport,P
GO:0001580,,other biological processes,P
GO:0001581,,other biological processes,P
GO:0001582,,other biological processes,P
GO:0001583,,other biological processes,P
GO:0001586,,signal transduction activity,F
GO:0001587,,signal transduction activity,F
GO:0001588,,signal transduction activity,F
GO:0001591,,signal transduction activity,F
GO:0001594,,signal transduction activity,F
GO:0001595,,signal transduction activity,F
GO:0001596,,signal transduction activity,F
GO:0001601,,signal transduction activity,F
GO:0001602,,signal transduction activity,F
GO:0001604,,signal transduction activity,F
GO:0001605,,signal transduction activity,F
GO:0001607,,signal transduction activity,F
GO:0001608,,signal transduction activity,F
GO:0001609,,signal transduction activity,F
GO:0001614,,signal transduction activity,F
GO:0001616,,signal transduction activity,F
GO:0001618,,other molecular function,F
GO:0001621,,signal transduction activity,F
GO:0001626,,signal transduction activity,F
GO:0001631,,signal transduction activity,F
GO:0001632,,signal transduction activity,F
GO:0001634,,signal transduction activity,F
GO:0001635,,signal transduction activity,F
GO:0001637,,signal transduction activity,F
GO:0001639,,signal transduction activity,F
GO:0001640,,signal transduction activity,F
GO:0001641,,signal transduction activity,F
GO:0001642,,signal transduction activity,F
GO:0001646,,signal transduction activity,F
GO:0001647,,signal transduction activity,F
GO:0001648,,signal transduction activity,F
GO:0001649,,other biological processes,P
GO:0001650,,nucleus,C
GO:0001651,,nucleus,C
GO:0001652,,nucleus,C
GO:0001653,,signal transduction activity,F
GO:0001654,,developmental processes,P
GO:0001655,,developmental processes,P
GO:0001656,,developmental processes,P
GO:0001657,,developmental processes,P
GO:0001658,,developmental processes,P
GO:0001659,,other biological processes,P
GO:0001660,,stress response,P
GO:0001661,,other biological processes,P
GO:0001662,,stress response,P
GO:0001664,,signal transduction activity,F
GO:0001665,,other molecular function,F
GO:0001666,,stress response,P
GO:0001667,,other biological processes,P
GO:0001669,,other cellular component,C
GO:0001671,,enzyme regulator activity,F
GO:0001672,,cell organization and biogenesis,P
GO:0001673,,nucleus,C
GO:0001674,,nucleus,C
GO:0001675,,cell organization and biogenesis,P
GO:0001676,,other metabolic processes,P
GO:0001677,,protein metabolism,P
GO:0001677,,cell organization and biogenesis,P
GO:0001678,,other biological processes,P
GO:0001680,,RNA metabolism,P
GO:0001681,,other molecular function,F
GO:0001682,,RNA metabolism,P
GO:0001691,,enzyme regulator activity,F
GO:0001692,,other metabolic processes,P
GO:0001694,,other metabolic processes,P
GO:0001695,,other metabolic processes,P
GO:0001695,,cell-cell signaling,P
GO:0001696,,transport,P
GO:0001697,,transport,P
GO:0001698,,transport,P
GO:0001699,,transport,P
GO:0001700,,developmental processes,P
GO:0001701,,developmental processes,P
GO:0001702,,developmental processes,P
GO:0001703,,developmental processes,P
GO:0001704,,developmental processes,P
GO:0001705,,developmental processes,P
